FIPS,yield,Year,lat,lon,Precipitation January,Precipitation February,Precipitation March,Precipitation April,Precipitation May,Precipitation June,Precipitation July,Precipitation August,Precipitation September,Precipitation October,Precipitation November,Precipitation December,Average Temperature January,Average Temperature February,Average Temperature March,Average Temperature April,Average Temperature May,Average Temperature June,Average Temperature July,Average Temperature August,Average Temperature September,Average Temperature October,Average Temperature November,Average Temperature December,Maximum Temperature January,Maximum Temperature February,Maximum Temperature March,Maximum Temperature April,Maximum Temperature May,Maximum Temperature June,Maximum Temperature July,Maximum Temperature August,Maximum Temperature September,Maximum Temperature October,Maximum Temperature November,Maximum Temperature December,Minimum Temperature January,Minimum Temperature February,Minimum Temperature March,Minimum Temperature April,Minimum Temperature May,Minimum Temperature June,Minimum Temperature July,Minimum Temperature August,Minimum Temperature September,Minimum Temperature October,Minimum Temperature November,Minimum Temperature December,Heating Degree Days January,Heating Degree Days February,Heating Degree Days March,Heating Degree Days April,Heating Degree Days May,Heating Degree Days June,Heating Degree Days July,Heating Degree Days August,Heating Degree Days September,Heating Degree Days October,Heating Degree Days November,Heating Degree Days December,Cooling Degree Days January,Cooling Degree Days February,Cooling Degree Days March,Cooling Degree Days April,Cooling Degree Days May,Cooling Degree Days June,Cooling Degree Days July,Cooling Degree Days August,Cooling Degree Days September,Cooling Degree Days October,Cooling Degree Days November,Cooling Degree Days December,crop
42019,47.0,1995,40.91140054953501,-79.9128990716287,2.58,1.79,1.62,2.43,4.9,5.07,4.25,1.99,1.84,4.14,3.85,2.3,29.6,24.8,40.0,45.2,56.8,69.0,72.2,73.8,60.2,54.0,36.2,26.4,37.0,34.4,51.9,56.8,68.7,80.8,83.5,85.9,73.5,66.2,43.4,33.1,22.1,15.2,28.2,33.5,44.8,57.3,60.8,61.6,46.9,41.8,29.0,19.6,1099.0,1127.0,773.0,595.0,275.0,22.0,0.0,0.0,163.0,348.0,864.0,1198.0,0.0,0.0,0.0,0.0,19.0,143.0,227.0,275.0,20.0,6.0,0.0,0.0,Wheat
42063,50.0,1995,40.65145226775638,-79.08650961497837,2.97,2.01,1.93,2.84,4.58,4.51,4.39,1.92,1.95,4.66,3.93,2.32,29.0,23.9,39.4,45.4,56.7,67.6,71.2,72.2,59.6,53.0,34.8,24.9,36.3,33.4,51.2,57.0,68.6,79.0,82.3,84.6,72.6,65.5,42.5,31.8,21.6,14.5,27.7,33.6,44.8,56.2,60.0,59.7,46.6,40.4,27.0,18.1,1116.0,1150.0,793.0,589.0,274.0,32.0,5.0,5.0,178.0,377.0,908.0,1243.0,0.0,0.0,0.0,0.0,17.0,111.0,196.0,228.0,16.0,0.0,0.0,0.0,Wheat
42073,48.0,1995,40.99077826064697,-80.33435269461059,2.29,1.6,1.48,2.67,5.41,6.28,3.21,1.54,1.38,4.25,3.74,1.92,29.8,25.4,40.3,45.2,57.2,69.3,72.6,74.3,60.8,54.4,36.5,26.4,37.2,34.5,52.1,56.7,69.1,80.9,83.8,86.3,74.3,66.1,43.6,33.4,22.5,16.2,28.5,33.6,45.2,57.6,61.3,62.4,47.3,42.6,29.4,19.3,1090.0,1110.0,765.0,595.0,263.0,20.0,0.0,0.0,150.0,335.0,856.0,1198.0,0.0,0.0,0.0,0.0,21.0,148.0,239.0,292.0,24.0,6.0,0.0,0.0,Wheat
45017,30.1,1995,33.67321400593284,-80.77926724954543,6.05,5.97,2.59,0.77,2.1,9.36,4.9,9.66,3.94,4.56,2.84,2.62,46.4,46.2,57.8,65.4,73.5,75.9,81.4,80.4,72.8,66.7,50.9,44.0,57.3,57.3,70.9,79.3,86.6,86.1,92.2,89.7,82.0,77.9,63.0,56.3,35.6,35.0,44.6,51.6,60.4,65.6,70.7,71.1,63.6,55.4,38.8,31.8,586.0,527.0,259.0,61.0,6.0,0.0,0.0,0.0,0.0,64.0,422.0,650.0,11.0,0.0,36.0,75.0,269.0,326.0,510.0,476.0,238.0,117.0,0.0,0.0,Wheat
45027,36.0,1995,33.666156316297425,-80.21732867194231,7.04,6.27,3.06,0.83,1.76,12.25,4.86,9.28,4.07,5.39,3.17,2.75,46.2,45.6,57.8,65.6,73.4,76.1,81.3,80.2,72.8,67.0,51.5,44.4,57.1,57.0,71.3,79.5,87.0,86.4,92.0,89.6,81.8,78.1,63.8,56.4,35.4,34.2,44.3,51.8,59.7,65.8,70.5,70.7,63.8,56.0,39.2,32.3,593.0,542.0,258.0,58.0,6.0,0.0,0.0,0.0,0.0,59.0,409.0,640.0,11.0,0.0,35.0,77.0,265.0,334.0,505.0,470.0,238.0,122.0,0.0,0.0,Wheat
45061,30.0,1995,34.17089010473481,-80.25727652526221,5.8,5.96,2.88,0.74,3.89,7.62,4.74,8.03,2.33,5.99,2.84,1.82,44.7,43.5,56.3,63.7,71.5,75.1,80.7,79.9,71.9,65.6,49.9,42.2,55.6,54.5,69.6,78.0,84.6,84.9,91.4,89.6,81.2,77.1,61.7,53.6,33.8,32.4,43.0,49.5,58.4,65.2,70.0,70.1,62.6,54.1,38.0,30.7,637.0,603.0,295.0,89.0,12.0,0.0,0.0,0.0,5.0,81.0,453.0,708.0,8.0,0.0,26.0,50.0,213.0,302.0,487.0,461.0,213.0,100.0,0.0,0.0,Wheat
45063,33.2,1995,33.89810184286564,-81.27523213870799,5.2,6.71,1.94,1.07,1.96,9.28,5.43,8.59,4.88,4.47,3.41,2.25,44.9,45.2,56.7,64.4,72.5,75.2,81.4,80.3,72.1,65.2,49.8,42.5,55.9,56.0,69.7,78.3,85.7,85.8,92.9,89.8,81.7,77.2,62.0,54.8,33.9,34.3,43.6,50.4,59.3,64.7,70.0,70.9,62.5,53.1,37.5,30.1,631.0,555.0,287.0,79.0,9.0,0.0,0.0,0.0,6.0,89.0,457.0,699.0,8.0,0.0,30.0,59.0,241.0,307.0,510.0,475.0,219.0,93.0,0.0,0.0,Wheat
45075,31.6,1995,33.43907882067382,-80.80110088456121,6.06,5.14,2.16,0.85,2.33,9.48,5.15,11.45,4.33,4.12,2.79,2.82,47.1,47.4,58.6,66.0,73.7,76.0,81.5,80.1,72.9,67.0,51.4,44.6,58.5,58.9,71.5,79.7,86.9,86.4,92.5,89.3,82.1,78.4,64.0,57.1,35.7,35.9,45.7,52.2,60.5,65.7,70.5,71.0,63.6,55.6,38.7,32.2,568.0,493.0,241.0,52.0,0.0,0.0,0.0,0.0,0.0,58.0,410.0,631.0,12.0,0.0,42.0,81.0,274.0,331.0,512.0,469.0,239.0,121.0,0.0,0.0,Wheat
45079,40.0,1995,34.01833693308043,-80.90355574542349,4.82,6.01,2.29,0.96,2.37,9.17,4.18,7.4,3.16,4.9,3.02,2.03,45.2,44.7,57.1,64.7,72.9,75.6,81.7,80.7,72.3,65.6,49.8,42.9,55.9,55.8,70.3,78.4,85.8,85.7,92.6,90.2,81.7,77.2,61.9,55.0,34.5,33.7,43.9,50.9,60.1,65.6,70.7,71.2,62.9,53.9,37.7,30.9,622.0,567.0,275.0,74.0,8.0,0.0,0.0,0.0,0.0,81.0,456.0,684.0,8.0,0.0,31.0,64.0,254.0,319.0,517.0,486.0,224.0,99.0,0.0,0.0,Wheat
45085,35.0,1995,33.9186728090913,-80.38154084718205,6.19,6.4,2.67,0.71,1.97,9.33,4.79,8.43,2.94,5.98,2.98,2.27,45.6,44.4,57.1,64.7,72.7,75.6,81.0,80.2,72.6,66.4,50.6,43.4,56.2,55.6,70.2,78.6,85.7,85.6,91.4,89.6,81.5,77.3,62.4,55.2,34.9,33.2,44.0,50.9,59.7,65.6,70.6,70.8,63.7,55.4,38.9,31.7,612.0,576.0,275.0,73.0,8.0,0.0,0.0,0.0,0.0,69.0,430.0,668.0,9.0,0.0,30.0,65.0,247.0,318.0,497.0,471.0,232.0,112.0,0.0,0.0,Wheat
45025,30.1,1995,34.64019390823905,-80.15513657221686,5.08,5.53,2.86,0.7,3.56,7.33,3.51,6.37,1.7,6.36,3.6,1.36,43.2,42.5,55.1,63.0,70.3,74.5,80.5,79.6,70.8,64.1,48.5,40.6,54.1,53.3,68.3,77.1,83.0,84.6,91.5,89.6,80.8,76.2,60.5,52.1,32.2,31.6,41.9,48.8,57.7,64.3,69.4,69.5,60.9,51.9,36.5,29.1,676.0,631.0,328.0,99.0,18.0,0.0,0.0,0.0,9.0,107.0,495.0,756.0,0.0,0.0,21.0,38.0,183.0,284.0,479.0,451.0,184.0,77.0,0.0,0.0,Wheat
45031,31.0,1995,34.33413436248769,-79.94766203100053,6.15,5.69,2.74,0.93,3.97,7.42,3.94,6.76,2.32,6.81,2.76,1.63,44.7,43.7,56.2,63.9,71.6,75.5,81.0,80.0,71.7,65.5,49.7,41.7,55.5,54.3,69.3,78.1,84.5,85.2,91.8,89.9,81.3,77.1,61.7,53.2,33.8,33.0,43.1,49.7,58.7,65.7,70.1,70.0,62.1,53.8,37.7,30.3,638.0,597.0,297.0,83.0,11.0,0.0,0.0,0.0,6.0,83.0,459.0,722.0,9.0,0.0,25.0,49.0,216.0,315.0,495.0,463.0,207.0,98.0,0.0,0.0,Wheat
45033,33.9,1995,34.39102231920796,-79.38129693944546,6.13,5.16,2.03,1.13,3.29,8.6,6.62,7.86,2.61,6.74,2.95,1.71,45.1,43.8,56.3,64.2,71.7,75.6,80.7,80.1,71.9,65.8,49.8,41.9,55.9,54.1,69.6,78.0,84.4,85.0,90.8,89.7,81.1,76.9,62.1,53.4,34.3,33.4,42.9,50.4,58.9,66.3,70.6,70.5,62.7,54.7,37.6,30.3,626.0,594.0,296.0,78.0,10.0,0.0,0.0,0.0,6.0,81.0,455.0,717.0,9.0,0.0,25.0,53.0,217.0,319.0,487.0,467.0,214.0,106.0,0.0,0.0,Wheat
45041,33.2,1995,34.02010123083099,-79.70327261780876,7.69,5.66,2.07,0.92,2.87,8.55,4.09,8.66,3.18,7.61,2.79,2.26,45.6,45.1,57.2,64.9,72.6,76.2,81.3,80.2,72.3,66.4,51.0,43.3,56.3,55.5,70.5,78.8,85.8,86.1,92.0,90.0,81.4,77.6,63.5,55.0,34.8,34.7,43.9,51.1,59.5,66.2,70.7,70.4,63.1,55.2,38.4,31.6,613.0,557.0,272.0,66.0,7.0,0.0,0.0,0.0,0.0,69.0,420.0,672.0,10.0,0.0,31.0,65.0,243.0,335.0,506.0,471.0,223.0,113.0,0.0,0.0,Wheat
45043,31.9,1995,33.43100348340247,-79.33229255547403,5.94,3.48,1.85,1.11,3.99,10.01,5.69,11.8,3.54,9.37,2.83,2.18,47.0,47.2,57.1,65.1,72.1,75.9,80.7,80.1,73.1,67.7,52.3,45.1,57.3,57.5,69.2,76.9,83.3,84.7,89.6,88.7,81.2,77.3,64.7,56.4,36.7,37.0,45.0,53.2,60.9,67.2,71.8,71.5,65.0,58.0,40.0,33.8,571.0,498.0,273.0,62.0,6.0,0.0,0.0,0.0,0.0,49.0,384.0,618.0,13.0,0.0,28.0,64.0,226.0,328.0,486.0,467.0,242.0,132.0,0.0,0.0,Wheat
45051,28.6,1995,33.91939495304242,-78.99835195755458,6.61,4.12,2.19,0.37,4.31,9.19,6.17,7.44,3.34,8.62,3.21,2.31,45.9,45.7,56.3,64.3,71.6,75.5,80.5,79.6,72.3,66.0,51.4,43.6,56.1,55.7,69.0,77.0,82.8,84.7,89.6,88.8,81.1,76.1,63.9,55.1,35.6,35.6,43.7,51.6,60.4,66.2,71.3,70.4,63.6,56.0,38.8,32.0,604.0,542.0,293.0,75.0,7.0,0.0,0.0,0.0,0.0,74.0,409.0,665.0,10.0,0.0,24.0,54.0,211.0,314.0,480.0,454.0,224.0,106.0,0.0,0.0,Wheat
45067,29.0,1995,34.08007844319205,-79.36075476861357,7.4,5.01,2.06,0.95,3.54,8.51,5.85,8.51,3.05,7.97,2.82,2.07,45.7,45.0,57.0,64.7,72.2,76.0,81.0,80.0,72.3,66.2,50.9,43.0,56.3,55.3,70.1,78.2,84.7,85.7,91.1,89.5,81.4,77.1,63.4,54.7,35.1,34.8,43.8,51.2,59.6,66.3,70.8,70.5,63.2,55.3,38.3,31.4,609.0,560.0,278.0,69.0,7.0,0.0,0.0,0.0,0.0,72.0,424.0,681.0,10.0,0.0,28.0,61.0,230.0,331.0,495.0,466.0,224.0,110.0,0.0,0.0,Wheat
45069,27.9,1995,34.60403045654097,-79.67503780987839,5.19,5.23,2.39,0.67,3.31,8.01,4.14,5.75,2.08,6.63,3.23,1.45,44.3,43.0,55.5,63.8,71.3,75.4,80.9,80.4,71.7,65.1,49.2,41.2,55.1,53.6,68.8,78.0,83.8,85.2,91.4,90.4,81.2,76.6,61.2,52.6,33.5,32.4,42.3,49.6,58.8,65.6,70.4,70.4,62.2,53.6,37.1,29.8,649.0,616.0,315.0,83.0,12.0,0.0,0.0,0.0,7.0,90.0,476.0,738.0,8.0,0.0,21.0,47.0,208.0,313.0,494.0,477.0,207.0,94.0,0.0,0.0,Wheat
45089,28.9,1995,33.614824711991176,-79.72977640881734,6.88,4.99,2.17,0.93,2.59,11.65,4.67,10.85,4.26,6.45,2.96,3.04,46.5,46.5,57.7,65.6,73.0,76.3,81.2,80.2,72.7,67.1,51.7,44.6,57.5,57.6,71.2,79.2,86.3,86.2,91.6,89.8,81.5,78.1,64.6,56.6,35.5,35.3,44.2,51.9,59.6,66.2,70.8,70.6,64.0,56.1,38.8,32.6,586.0,519.0,261.0,58.0,6.0,0.0,0.0,0.0,0.0,58.0,403.0,632.0,12.0,0.0,34.0,75.0,252.0,338.0,503.0,471.0,235.0,125.0,0.0,0.0,Wheat
45023,33.4,1995,34.691223112732466,-81.16065821958438,5.12,5.26,1.5,1.06,3.28,8.5,2.62,7.56,1.86,6.34,4.63,1.54,42.3,42.0,54.7,62.1,70.0,74.3,80.9,80.2,70.3,62.6,47.5,40.2,53.4,52.9,68.0,76.6,82.8,84.8,92.7,90.1,80.2,75.3,59.6,52.4,31.2,31.0,41.3,47.6,57.2,63.7,69.1,70.3,60.5,50.0,35.3,28.0,703.0,645.0,339.0,117.0,22.0,0.0,0.0,0.0,12.0,129.0,526.0,768.0,0.0,0.0,19.0,31.0,177.0,281.0,492.0,472.0,172.0,56.0,0.0,0.0,Wheat
45055,36.1,1995,34.33980772980491,-80.59071958892434,4.58,6.12,2.19,0.7,3.02,7.59,3.64,7.99,2.27,5.29,3.11,1.63,43.7,42.8,55.9,63.1,71.0,74.7,80.8,79.9,71.4,64.5,48.8,41.2,54.9,54.1,69.4,77.4,84.2,84.6,92.0,89.8,81.1,76.6,61.1,53.3,32.6,31.6,42.5,48.8,57.7,64.8,69.6,70.0,61.7,52.4,36.6,29.0,665.0,620.0,306.0,99.0,15.0,0.0,0.0,0.0,7.0,99.0,485.0,739.0,6.0,0.0,25.0,43.0,201.0,290.0,489.0,463.0,200.0,84.0,0.0,0.0,Wheat
45091,32.1,1995,34.97439662892535,-81.18075193914669,5.28,5.22,1.66,1.0,2.84,9.38,3.71,7.94,2.16,7.36,5.06,1.5,41.4,41.1,53.3,61.0,68.6,73.3,79.8,79.4,69.4,61.6,46.7,39.5,51.9,51.5,66.5,75.0,80.4,83.7,91.3,88.9,79.3,73.8,58.3,51.3,30.9,30.8,40.2,47.0,56.8,62.9,68.2,69.8,59.5,49.4,35.1,27.7,731.0,668.0,376.0,140.0,34.0,0.0,0.0,0.0,17.0,148.0,549.0,790.0,0.0,0.0,14.0,21.0,145.0,254.0,458.0,446.0,150.0,43.0,0.0,0.0,Wheat
45007,37.1,1995,34.51765728009019,-82.63864434573149,5.69,5.5,2.32,1.29,2.73,4.6,2.97,10.25,2.38,6.38,6.04,2.68,42.9,42.9,55.3,61.5,70.0,74.7,81.2,80.1,70.7,61.7,47.3,41.3,52.8,52.4,67.0,75.1,81.8,84.8,92.3,88.3,79.9,72.4,58.4,51.6,32.9,33.4,43.6,47.9,58.2,64.6,70.1,71.8,61.6,51.0,36.1,30.9,686.0,618.0,321.0,131.0,21.0,0.0,0.0,0.0,9.0,141.0,532.0,735.0,0.0,0.0,20.0,26.0,176.0,291.0,502.0,467.0,181.0,40.0,0.0,0.0,Wheat
45045,34.8,1995,34.89104867731327,-82.36787898993309,7.18,5.51,2.93,1.74,3.62,7.18,3.37,13.49,4.18,7.37,5.89,2.45,41.4,41.4,54.0,60.8,68.2,73.3,79.7,78.8,69.5,60.6,46.3,40.1,51.0,51.2,65.9,74.2,79.3,83.0,90.0,87.1,78.4,71.4,56.6,49.8,32.0,31.7,42.2,47.3,57.0,63.6,69.4,70.6,60.6,49.8,36.1,30.4,730.0,660.0,357.0,149.0,35.0,0.0,0.0,0.0,14.0,165.0,560.0,773.0,0.0,0.0,16.0,21.0,134.0,252.0,456.0,429.0,148.0,27.0,0.0,0.0,Wheat
45059,30.1,1995,34.48125837853395,-82.00548575216864,5.86,5.78,1.69,0.85,3.21,7.34,1.83,10.71,3.15,5.31,5.56,2.35,42.8,43.1,55.7,62.6,70.9,75.4,82.0,80.6,71.0,62.5,47.7,41.2,53.9,53.6,68.8,76.7,83.8,85.7,93.4,89.6,80.4,74.3,59.0,52.5,31.8,32.6,42.6,48.4,57.9,65.1,70.6,71.6,61.6,50.7,36.3,29.9,687.0,613.0,311.0,111.0,17.0,0.0,0.0,0.0,9.0,131.0,520.0,737.0,0.0,0.0,24.0,38.0,199.0,312.0,527.0,485.0,189.0,53.0,0.0,0.0,Wheat
45073,36.6,1995,34.75536746151503,-83.06965243844782,6.83,6.23,3.82,2.3,4.96,7.35,2.88,11.6,2.02,9.39,6.85,2.97,42.1,41.8,54.1,60.5,67.9,72.4,78.6,77.9,69.2,59.8,46.0,40.7,52.1,51.9,66.4,74.3,79.7,82.9,89.8,86.9,78.6,71.3,57.5,51.4,32.0,31.6,41.8,46.8,56.0,61.9,67.3,68.9,59.8,48.3,34.5,30.0,710.0,650.0,352.0,155.0,38.0,0.0,0.0,0.0,16.0,185.0,570.0,755.0,0.0,0.0,15.0,20.0,127.0,228.0,420.0,401.0,143.0,23.0,0.0,0.0,Wheat
45083,35.7,1995,34.932709963783545,-81.99304774386157,7.07,4.87,2.29,1.43,3.26,7.89,3.63,11.04,3.89,6.54,5.41,1.94,41.7,41.8,53.7,60.7,68.7,73.9,79.8,79.5,69.8,61.2,46.8,40.2,51.7,51.8,67.0,75.2,80.7,83.9,90.9,88.4,79.0,72.4,58.0,51.4,31.6,31.9,40.4,46.2,56.8,64.0,68.8,70.7,60.6,49.9,35.6,29.0,723.0,650.0,364.0,149.0,31.0,0.0,0.0,0.0,12.0,154.0,546.0,769.0,0.0,0.0,14.0,20.0,146.0,271.0,460.0,450.0,157.0,35.0,0.0,0.0,Wheat
45005,30.7,1995,32.99029455029952,-81.35409318076069,5.56,3.97,2.09,1.03,2.2,8.2,5.12,10.86,3.47,2.63,2.99,2.92,47.2,47.4,58.9,65.6,73.4,76.0,81.4,80.1,73.2,67.5,51.6,45.4,58.7,59.1,71.5,79.5,87.0,86.1,91.8,88.8,82.2,79.3,64.6,57.8,35.6,35.6,46.3,51.7,59.8,66.0,70.9,71.3,64.2,55.8,38.5,33.0,566.0,494.0,230.0,55.0,0.0,0.0,0.0,0.0,0.0,50.0,407.0,608.0,13.0,0.0,41.0,73.0,266.0,332.0,507.0,467.0,245.0,128.0,0.0,0.0,Wheat
45009,30.5,1995,33.22033695531089,-81.06173428301263,5.44,4.35,1.92,0.83,2.1,10.1,5.27,11.98,4.37,3.45,2.82,2.93,47.5,47.8,59.0,66.0,73.7,76.0,81.5,80.0,72.9,67.3,51.5,45.1,59.1,59.5,71.7,79.6,86.8,86.2,92.3,88.8,82.2,78.9,64.4,57.5,35.9,36.0,46.4,52.3,60.5,65.8,70.7,71.1,63.7,55.6,38.6,32.8,556.0,482.0,230.0,50.0,0.0,0.0,0.0,0.0,0.0,53.0,408.0,616.0,13.0,0.0,45.0,79.0,273.0,331.0,512.0,465.0,240.0,124.0,0.0,0.0,Wheat
45011,27.8,1995,33.26573323785141,-81.43664690856407,6.91,5.43,1.89,1.01,2.7,9.56,5.75,11.04,4.35,3.07,2.82,3.16,46.7,47.4,58.7,65.5,73.4,75.8,81.6,80.0,72.8,66.6,50.8,44.4,58.4,59.0,71.4,79.5,86.9,86.3,92.5,89.0,82.1,78.7,63.8,57.1,35.0,35.7,46.0,51.4,59.9,65.4,70.6,71.0,63.4,54.6,37.8,31.7,578.0,493.0,238.0,58.0,0.0,0.0,0.0,0.0,0.0,64.0,425.0,639.0,11.0,0.0,42.0,73.0,266.0,326.0,514.0,466.0,236.0,114.0,0.0,0.0,Wheat
45015,28.6,1995,33.19826219496264,-79.95243934238543,5.09,3.67,1.55,1.31,2.31,7.83,6.54,9.49,5.54,5.57,2.17,2.15,47.6,47.9,58.3,66.5,73.9,76.8,81.4,80.7,73.5,68.0,52.7,45.8,58.8,59.0,70.8,79.4,86.6,86.8,91.9,90.2,82.1,78.4,65.5,57.8,36.5,36.7,45.6,53.6,61.2,66.8,70.9,71.3,64.9,57.6,39.9,33.7,553.0,480.0,245.0,42.0,0.0,0.0,0.0,0.0,0.0,44.0,374.0,596.0,14.0,0.0,36.0,88.0,278.0,355.0,508.0,488.0,256.0,138.0,5.0,0.0,Wheat
45029,29.2,1995,32.86928582527485,-80.66791449189651,4.27,4.23,1.42,1.07,1.81,8.84,4.82,11.5,4.91,3.77,2.73,1.62,47.9,48.4,59.1,66.2,73.9,76.5,81.5,80.2,73.6,68.3,52.8,46.4,59.5,59.6,71.6,79.5,86.8,86.7,91.8,88.9,82.2,78.9,65.4,58.4,36.4,37.2,46.6,53.0,61.0,66.3,71.2,71.4,65.0,57.7,40.2,34.3,544.0,470.0,228.0,46.0,0.0,0.0,0.0,0.0,0.0,41.0,371.0,578.0,15.0,5.0,45.0,83.0,276.0,345.0,513.0,470.0,257.0,143.0,6.0,0.0,Wheat
45035,33.2,1995,33.07762760050637,-80.40264621104588,4.95,3.88,1.42,0.88,1.65,8.56,5.07,10.12,4.98,4.58,2.35,1.9,47.6,48.4,58.9,66.6,74.1,76.7,81.5,80.5,73.4,68.0,52.3,45.7,59.4,59.9,71.8,80.2,87.6,87.0,92.5,90.0,82.1,78.7,65.4,58.3,35.9,36.8,46.0,53.0,60.7,66.3,70.6,71.0,64.7,57.2,39.2,33.2,553.0,470.0,232.0,42.0,0.0,0.0,0.0,0.0,0.0,45.0,387.0,597.0,14.0,0.0,43.0,89.0,286.0,350.0,513.0,480.0,252.0,137.0,5.0,0.0,Wheat
45049,29.9,1995,32.77499517007042,-81.14125832000747,4.84,4.57,1.64,1.17,2.01,8.22,4.89,11.17,4.11,2.86,2.88,2.05,47.8,48.1,59.1,66.0,73.8,76.5,81.5,80.0,73.4,68.2,52.7,46.2,59.2,59.4,71.6,79.5,86.8,86.6,91.8,88.6,82.1,79.3,65.4,58.3,36.3,36.7,46.6,52.6,60.8,66.3,71.2,71.5,64.8,57.2,39.9,34.0,549.0,479.0,225.0,50.0,0.0,0.0,0.0,0.0,0.0,41.0,376.0,584.0,15.0,0.0,43.0,80.0,275.0,344.0,513.0,466.0,254.0,141.0,6.0,0.0,Wheat
45003,25.8,1995,33.540554401242304,-81.63829900450047,6.68,6.83,1.84,1.27,2.94,7.91,5.65,8.33,5.42,4.08,3.49,2.83,45.6,46.7,57.9,64.9,73.2,75.9,82.0,80.4,72.4,65.8,50.4,43.4,57.0,57.9,70.7,78.9,86.4,86.4,93.1,89.2,81.8,77.7,62.9,55.7,34.2,35.5,45.2,50.9,60.1,65.4,71.0,71.5,63.1,53.9,38.0,31.0,610.0,512.0,257.0,69.0,6.0,0.0,0.0,0.0,0.0,77.0,436.0,670.0,9.0,0.0,38.0,66.0,261.0,328.0,528.0,476.0,227.0,103.0,0.0,0.0,Wheat
45037,27.7,1995,33.772136561525976,-81.9637609055562,5.52,6.97,1.97,1.16,2.04,5.62,3.6,8.25,4.09,4.2,3.97,2.76,44.9,45.0,57.3,64.3,73.0,76.0,82.4,80.6,72.1,64.9,50.0,42.9,55.8,56.4,70.3,78.5,86.3,86.7,94.3,89.8,81.6,76.8,61.9,54.3,34.1,33.6,44.4,50.1,59.6,65.4,70.4,71.5,62.6,53.0,38.1,31.5,630.0,560.0,271.0,82.0,8.0,0.0,0.0,0.0,6.0,91.0,451.0,685.0,8.0,0.0,34.0,61.0,256.0,332.0,538.0,485.0,219.0,88.0,0.0,0.0,Wheat
45071,32.6,1995,34.28724382552811,-81.59608974797503,5.8,5.12,1.94,0.8,3.2,7.89,3.37,7.76,2.75,4.98,4.38,2.13,43.6,43.5,55.9,63.4,71.7,75.5,82.2,81.0,71.4,63.4,48.3,41.4,54.9,54.5,69.0,77.6,84.8,86.3,94.2,90.8,81.2,75.9,60.6,53.6,32.4,32.5,42.8,49.2,58.7,64.7,70.2,71.1,61.6,51.0,36.1,29.3,662.0,602.0,307.0,95.0,12.0,0.0,0.0,0.0,8.0,115.0,500.0,731.0,0.0,0.0,25.0,47.0,221.0,315.0,532.0,495.0,200.0,67.0,0.0,0.0,Wheat
45081,29.6,1995,34.00757714985861,-81.72554770522893,5.62,6.21,1.86,1.05,2.19,6.85,3.87,7.96,4.17,4.51,4.2,2.49,44.1,43.9,56.5,63.7,72.3,75.5,82.1,80.5,71.5,64.1,49.0,42.0,55.1,55.1,69.5,78.1,85.7,86.4,94.3,90.0,81.2,76.4,60.9,53.8,33.2,32.6,43.6,49.3,58.9,64.6,69.9,71.0,61.7,51.9,37.1,30.3,654.0,592.0,292.0,92.0,11.0,0.0,0.0,0.0,8.0,104.0,480.0,712.0,6.0,0.0,29.0,53.0,236.0,316.0,529.0,481.0,203.0,77.0,0.0,0.0,Wheat
46003,37.0,1995,43.71790536702207,-98.56261790185098,0.31,0.23,3.2,5.48,6.71,2.07,2.07,2.32,3.95,3.9,0.57,0.11,17.9,26.6,32.8,40.2,54.4,67.8,74.2,75.4,60.4,47.3,29.8,22.7,26.4,38.0,43.3,49.7,64.1,78.8,87.8,87.3,72.7,57.9,39.8,31.2,9.4,15.3,22.3,30.7,44.7,56.8,60.6,63.5,48.2,36.7,19.8,14.2,1460.0,1075.0,999.0,744.0,345.0,66.0,14.0,6.0,180.0,547.0,1055.0,1311.0,0.0,0.0,0.0,0.0,16.0,150.0,300.0,329.0,43.0,0.0,0.0,0.0,Wheat
46005,32.4,1995,44.41464276272237,-98.27861993197955,0.5,0.26,3.06,5.1,5.78,2.38,3.06,2.55,2.81,3.21,0.51,0.23,15.4,22.7,31.8,40.0,54.6,68.2,73.0,73.9,59.7,45.9,28.0,20.7,23.5,33.1,41.5,49.1,64.4,78.8,85.6,85.3,72.5,56.0,37.2,28.8,7.2,12.4,22.2,30.9,44.8,57.6,60.5,62.6,46.9,35.8,18.7,12.7,1539.0,1184.0,1029.0,750.0,340.0,60.0,21.0,9.0,195.0,593.0,1112.0,1372.0,0.0,0.0,0.0,0.0,18.0,156.0,269.0,286.0,36.0,0.0,0.0,0.0,Wheat
46015,40.4,1995,43.71703702957585,-99.08578022126432,0.23,0.28,2.72,5.35,6.21,2.28,1.7,2.73,4.03,3.87,0.62,0.17,19.3,28.3,32.7,40.0,54.0,67.8,74.1,75.3,60.9,47.8,30.0,23.9,28.1,40.0,43.6,49.2,63.6,78.5,88.1,87.5,73.6,58.8,40.1,32.4,10.6,16.5,21.9,30.6,44.4,57.2,60.2,63.1,48.2,36.9,19.9,15.5,1416.0,1028.0,1000.0,751.0,355.0,67.0,17.0,7.0,172.0,533.0,1049.0,1273.0,0.0,0.0,0.0,0.0,14.0,152.0,300.0,326.0,49.0,0.0,0.0,0.0,Wheat
